unique_id,age,sex,bfi_a1,bfi_a2,bfi_a3,bfi_a4,bfi_a5,bfi_a6,bfi_a7,bfi_a8,bfi_a9,exclusion_incomplete_scale_a,bfi_mean_a,bfi_c1,bfi_c2,bfi_c3,bfi_c4,bfi_c5,bfi_c6,bfi_c7,bfi_c8,bfi_c9,exclusion_incomplete_scale_c,bfi_mean_c,bfi_e1,bfi_e2,bfi_e3,bfi_e4,bfi_e5,bfi_e6,bfi_e7,bfi_e8,exclusion_incomplete_scale_e,bfi_mean_e,bfi_n1,bfi_n2,bfi_n3,bfi_n4,bfi_n5,bfi_n6,bfi_n7,bfi_n8,exclusion_incomplete_scale_n,bfi_mean_n,bfi_o1,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o7,bfi_o8,bfi_o9,bfi_o10,exclusion_incomplete_scale_o,bfi_mean_o,exclude_impossible_values,d_score,exclusion_incomplete_trials_IAT,exclusion_IAT_performance,exclusion_IAT_accuracy,exclude_participant
228671,18,female,5,5,6,6,5,3,6,6,6,include,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,6,4,5,4,5,5,5,6,5,include,4.9,include,-0.47792567274045583,include,include,include,include
232178,27,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,3,3,3,2,5,2,2,include,3.3333333333333335,4,3,2,NA,3,5,2,4,exclude,3.2857142857142856,6,5,6,6,6,5,5,6,include,5.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.35078270430631386,include,include,include,exclude
232474,30,male,4,6,5,4,5,3,6,2,3,include,4.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,6,6,6,6,6,6,5,include,5.9,include,-0.03987338126605477,include,include,include,include
233978,44,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,6,3,6,6,5,5,3,include,5,4,2,5,4,3,5,3,6,include,4,2,2,4,2,1,4,2,3,include,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.560702130589431,include,include,include,include
235367,21,male,1,2,4,5,2,1,1,1,4,include,2.3333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,5,5,5,4,4,6,5,include,5.2,include,0.10893215777285095,include,include,include,include
238241,51,female,5,5,6,5,6,2,5,1,6,include,4.555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,4,5,4,5,3,5,5,4,include,4.6,include,-0.6261674814615079,include,include,include,include
239346,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,6,6,4,5,5,6,5,include,5.333333333333333,6,6,5,5,5,4,5,6,include,5.25,4,4,4,4,4,4,4,4,include,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.08604037328148856,include,include,include,include
241587,41,female,5,5,2,4,6,2,5,3,5,include,4.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,6,5,5,4,5,5,3,include,5.1,include,-0.5625180069585218,include,include,include,include
243747,23,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,3,5,3,2,3,5,5,4,include,4,4,5,3,3,3,5,2,5,include,3.75,4,3,4,4,2,5,1,4,include,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.13651781625696807,include,include,include,include
245717,24,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,5,4,4,4,4,4,3,include,4.222222222222222,2,1,3,3,1,3,2,3,include,2.25,4,3,3,4,4,3,3,4,include,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.1391197439210437,include,include,include,include
249730,37,female,3,4,3,4,4,6,4,3,6,include,4.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,2,4,1,3,1,4,4,3,1,1,include,2.4,include,-0.13360284265812072,include,include,include,include
251939,28,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,4,4,4,3,4,4,6,3,include,4.111111111111111,4,3,4,5,3,3,1,4,include,3.375,3,3,4,4,1,4,3,4,include,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,0.0435008801625283,include,include,include,include
253188,32,female,3,5,5,4,6,4,6,6,6,include,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3,6,6,6,4,6,5,6,3,4,include,4.9,include,-0.3469623508897915,include,include,include,include
253519,22,male,5,6,6,5,6,5,6,4,5,include,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,6,6,5,5,2,6,1,5,include,4.6,include,0.10496476345408157,include,include,include,include
254504,24,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,3,4,3,2,4,4,4,4,include,3.5555555555555554,4,3,3,4,3,6,3,4,include,3.75,4,1,2,2,3,4,2,1,include,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.35696411106756143,include,include,include,include
285703,33,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,1,4,1,2,3,2,5,1,include,2.5555555555555554,6,6,4,6,6,2,5,6,include,5.125,6,6,5,6,6,4,5,5,include,5.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.5218578414479752,include,include,include,include
287257,21,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,5,6,3,6,4,5,5,5,include,5,6,4,5,5,5,5,3,5,include,4.75,4,3,5,5,3,4,2,4,include,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.244906868714464,include,include,include,include
289486,56,female,5,6,6,6,6,6,6,6,6,include,5.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,5,4,5,4,5,2,4,6,5,include,4.4,include,-0.2671026092992613,include,include,include,include
289105,32,male,2,4,4,4,3,3,4,5,5,include,3.7777777777777777,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,5,5,5,5,4,5,5,4,include,5,include,-0.41412080867733414,include,include,include,include
291619,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,1,6,3,6,4,NA,4,3,exclude,4,6,2,4,5,3,4,3,5,include,4,1,3,3,6,3,2,1,6,include,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.23352539061661481,include,include,include,exclude
293517,21,female,3,3,4,4,6,3,6,4,3,include,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,6,4,5,4,5,3,4,5,5,include,4.5,include,-0.29442305273105995,include,include,include,include
296088,49,male,6,5,4,6,6,3,6,6,5,include,5.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,4,1,5,4,4,6,4,3,include,4.2,include,-0.2674100491713677,include,include,include,include
310835,30,male,2,3,3,3,2,3,3,2,4,include,2.7777777777777777,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3,6,4,3,5,1,5,6,6,4,include,4.3,include,-0.5754700685311114,include,include,include,include
310981,52,male,4,6,5,5,6,2,5,5,5,include,4.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,5,6,6,5,4,2,6,5,2,include,4.7,include,-0.6946936015261722,include,include,include,include
311817,48,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,6,3,6,6,5,6,6,include,5.333333333333333,5,2,6,5,5,6,6,5,include,5,1,1,3,1,1,1,1,1,include,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.42949800321825277,include,include,include,include
316021,34,male,3,6,6,6,5,1,5,2,4,include,4.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,5,6,2,6,6,1,1,include,4.5,include,-0.1577835187770125,include,include,include,include
314655,19,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,5,6,6,6,6,6,6,2,include,5.444444444444445,5,3,5,5,3,6,2,4,include,4.125,1,2,5,4,2,4,3,4,include,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.5061878271967456,include,include,include,include
329537,17,male,2,3,2,3,4,4,2,2,4,include,2.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,4,5,5,3,4,5,3,1,include,4.1,include,-0.36196787306876493,include,include,include,include
337414,31,female,3,4,3,5,5,2,4,3,4,include,3.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3,5,2,4,1,4,3,4,3,3,include,3.2,include,-0.16750006673964254,include,include,include,include
339121,29,male,3,6,4,6,6,6,5,6,6,include,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,4,5,6,3,6,5,5,1,include,4.6,include,-0.31956271782791773,include,include,include,include
343954,21,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,3,3,6,6,5,4,include,5,6,5,4,5,2,6,6,6,include,5,4,5,2,1,2,4,1,2,include,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.21752741539003911,include,include,include,include
347838,21,female,2,5,3,4,3,3,3,2,4,include,3.2222222222222223,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,4,6,4,4,3,4,NA,2,exclude,4.222222222222222,include,-0.7883258777157188,include,include,include,exclude
348671,26,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,2,4,2,2,3,3,4,2,include,2.888888888888889,2,2,2,3,2,2,2,3,include,2.25,4,5,4,4,4,4,3,5,include,4.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.3514639286826512,include,include,include,include
354340,32,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,6,1,5,4,4,5,5,include,4.444444444444445,4,3,4,3,3,4,5,4,include,3.75,2,3,2,2,2,2,3,3,include,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.32684615131438693,include,include,include,include
357132,51,female,6,4,6,6,6,6,5,5,5,include,5.444444444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,5,6,6,6,5,6,5,5,include,5.5,include,-0.6254329841185189,include,include,include,include
368445,25,male,2,6,1,1,6,3,4,5,6,include,3.7777777777777777,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,4,1,3,6,6,NA,6,3,1,exclude,4,include,-0.04918924445530779,include,include,include,exclude
361490,41,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,1,6,2,3,5,5,6,3,include,4.111111111111111,6,3,6,6,4,5,2,3,include,4.375,3,3,4,4,2,4,2,2,include,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,0.13197495251566554,include,include,include,include
365480,21,female,6,6,6,6,6,5,6,2,6,include,5.444444444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,5,6,5,6,3,6,4,4,include,5,include,-0.3035878787294704,include,include,include,include
365691,32,female,3,5,5,5,3,5,5,4,5,include,4.444444444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,6,5,6,4,6,5,5,5,3,include,4.9,include,-0.20175693646017603,include,include,include,include
365766,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,3,4,2,3,5,3,4,2,include,3.3333333333333335,4,3,5,5,3,4,2,4,include,3.75,2,3,4,4,1,1,2,3,include,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.7801177215732966,include,include,include,include
366258,25,male,5,5,6,5,6,3,6,6,6,include,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,5,5,5,6,5,3,2,include,4.9,include,-0.6511658072686008,include,include,include,include
372836,26,female,2,5,4,5,5,2,6,3,5,include,4.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,5,6,6,6,6,4,5,6,5,include,5.5,include,-0.3175256049540191,include,include,include,include
388154,19,female,2,5,6,5,3,4,6,4,5,include,4.444444444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,6,3,5,4,6,3,5,5,6,include,4.7,include,-0.8023305510403469,include,include,include,include
491808,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,6,5,6,5,6,6,5,include,5.444444444444445,2,3,5,3,2,2,3,3,include,2.875,2,2,4,3,2,4,4,4,include,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,0.18770138067446956,include,include,include,include
418670,17,male,4,4,5,5,5,2,4,3,4,include,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,5,5,5,5,5,6,4,4,include,5,include,-0.05574712165172399,include,include,include,include
394075,21,female,3,5,6,5,3,6,5,6,6,include,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,6,6,5,6,3,5,4,5,include,5.1,include,0.09859022735573014,include,include,include,include
401021,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,2,6,2,2,6,6,4,5,include,4.333333333333333,4,3,3,5,3,2,3,4,include,3.375,5,6,5,6,2,4,4,4,include,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,0.23866551538855635,include,include,include,include
419450,52,male,5,4,6,6,4,5,4,3,6,include,4.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,6,6,6,5,6,6,6,include,5.9,include,-0.29267633942500193,include,include,include,include
421489,18,female,2,5,5,3,5,3,4,3,5,include,3.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,4,6,6,6,5,6,6,6,include,5.7,include,-0.3243352241172064,include,include,include,include
429123,43,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,3,6,5,6,5,2,include,5,4,3,3,5,2,5,4,5,include,3.875,4,2,5,4,2,4,2,6,include,3.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.5727272116090188,include,include,include,include
429559,19,male,3,5,4,6,6,6,6,5,6,include,5.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,6,3,5,5,6,3,4,4,5,include,4.5,include,-0.6429403500101324,include,include,include,include
433267,34,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,5,4,3,4,2,5,5,5,include,4.111111111111111,1,2,4,2,1,3,2,1,include,2,2,3,4,2,1,2,2,4,include,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.3141298068170994,include,include,include,include
435868,31,female,5,4,5,6,5,3,5,3,5,include,4.555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,5,5,5,6,6,6,6,6,include,5.6,include,0.15646204987780957,include,include,include,include
442495,37,female,5,6,5,6,5,4,6,4,5,include,5.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,5,5,5,4,4,4,5,3,4,include,4.3,include,-0.1774926027277851,include,include,include,include
439554,37,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,4,4,3,4,2,4,5,4,include,3.7777777777777777,4,3,3,4,2,4,3,3,include,3.25,1,3,4,2,2,5,2,4,include,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.15763535189865682,include,include,include,include
440148,35,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,4,6,4,6,5,4,4,4,include,4.555555555555555,3,3,5,4,3,4,3,3,include,3.5,2,3,4,1,2,1,2,1,include,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.28421716729802804,include,include,include,include
446741,38,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,3,4,2,4,4,4,4,3,include,3.5555555555555554,4,3,3,3,4,4,4,4,include,3.625,2,2,5,3,1,5,2,3,include,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.1956204579698495,include,include,include,include
585230,24,female,4,5,4,4,5,5,4,3,4,include,4.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,5,4,6,4,5,3,4,5,4,include,4.4,include,-0.5462605844541182,include,include,include,include
448449,60,female,5,4,6,5,6,5,5,5,6,include,5.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,6,4,5,4,6,6,2,1,include,4.5,include,0.13462462276688184,include,include,include,include
448828,30,female,3,4,5,4,6,6,6,5,5,include,4.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,6,4,4,4,4,3,5,4,2,include,4.1,include,0.0053780735952797375,include,include,include,include
449383,42,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,6,3,5,6,5,5,5,include,5,3,1,5,5,3,5,2,4,include,3.5,1,2,5,4,1,6,1,4,include,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.6006564398208769,include,include,include,include
449631,32,male,3,4,3,4,4,3,3,3,4,include,3.4444444444444446,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,6,4,5,4,4,3,4,4,3,include,4.1,include,0.20503143993372,include,include,include,include
466546,29,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,3,5,6,4,6,5,6,3,include,4.777777777777778,2,2,3,4,1,4,2,3,include,2.625,2,2,3,4,2,2,1,2,include,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.7744717378784511,include,include,include,include
467663,21,female,4,5,4,5,5,3,4,4,4,include,4.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,6,6,6,6,6,4,6,2,5,include,5.3,include,0.257138934681148,exclude,include,include,exclude
469605,25,male,3,4,5,5,4,4,5,3,5,include,4.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,5,5,5,5,3,5,5,2,3,include,4.3,include,-0.09708997207702305,include,include,include,include
478588,28,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4,3,5,3,3,4,4,4,3,include,3.6666666666666665,3,4,4,4,3,4,3,5,include,3.75,2,4,5,5,3,4,5,4,include,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,0.033499241335584504,include,include,include,include
516095,33,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,6,1,6,4,3,6,6,6,1,include,4.333333333333333,3,1,3,3,1,1,1,5,include,2.25,5,1,6,6,4,6,1,6,include,4.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,include,-0.26771544073828774,include,include,include,include
